Recurso ID,nombre,submercado,capacidad_efectiva,factor_conversion,es_menor,tipo_despacho,tipo_generacion,inicio_operacion,estado,nombre_agente,combustible,clasificacion
Unt0034,CARTAGENA 2,CTG2,62,115167,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,OPERACION,EMGESA S.A. E.S.P.,COMBUSTOLEO,NORMAL
Unt0035,CARTAGENA 3,CTG3,66,138215,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,OPERACION,EMGESA S.A. E.S.P.,COMBUSTOLEO,NORMAL
Unt0036,EL RIO 7,ERO7,10,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0037,GUALANDAY 1,GLD1,40,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1994-01-01 00:00:00,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0038,OCOA 1,OCOG,38,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1/30/2002 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0040,TABOR 1,TBR1,22,0,NO,DESPACHADO CENTRALMENTE,TERMICA,3/15/1993 12:00:00 AM,INACTIVO,ISAGEN S.A. E.S.P.,ACPM,NORMAL
Unt0041,TEBSA 11,TBS1,97,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1996-08-06 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0042,TEBSA 12,TBS2,97,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1996-08-06 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0043,TEBSA 13,TBS3,97,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1996-08-06 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0044,TEBSA 14,TBS4,170,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1996-06-06 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0045,TEBSA 21,TBSA,"97,7",0,NO,DESPACHADO CENTRALMENTE,TERMICA,8/23/1997 12:00:00 AM,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0046,TEBSA 22,TB22,"97,7",0,NO,DESPACHADO CENTRALMENTE,TERMICA,1997-02-09 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0047,TEBSA 24,ST24,170,0,NO,DESPACHADO CENTRALMENTE,TERMICA,7/14/1998 12:00:00 AM,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0048,TERMOGUALANDAY 1,TGL1,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2004-01-09 00:00:00,INACTIVO,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,GAS,NORMAL
Unt0049,TOPON 1,TOP1,106,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1998-01-02 00:00:00,INACTIVO,TERMO SANTANDER DE COLOMBIA S.C.A. E.S.P.,GAS,NORMAL
Unt0050,TOPON 2,TOP2,106,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1998-09-03 00:00:00,INACTIVO,TERMO SANTANDER DE COLOMBIA S.C.A. E.S.P.,GAS,NORMAL
Unt0051,YUMBO 1,YMB1,7,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1950-01-01 00:00:00,INACTIVO,CENTRAL HIDROELECTRICA DEL RIO ANCHICAYA S.A. E.S.P.,CARBON,NORMAL
Unt0052,YUMBO 2,YMB2,7,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1950-01-01 00:00:00,INACTIVO,CENTRAL HIDROELECTRICA DEL RIO ANCHICAYA S.A. E.S.P.,CARBON,NORMAL
Unt0053,YUMBO 3,YMB3,29,0,NO,DESPACHADO CENTRALMENTE,TERMICA,7/20/1995 12:00:00 AM,INACTIVO,EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.,CARBON,NORMAL
Unt0056,EL RIO 8,ERO8,11,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0057,LA UNION 1,LNN1,8,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1971-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0058,LA UNION 2,LNN2,9,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1971-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0059,LA UNION 3,LNN3,18,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1971-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0060,COSPIQUE 1,CSP1,4,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1960-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE BOLIVAR S.A. E.S.P.,GAS,NORMAL
Unt0061,COSPIQUE 2,CSP2,4,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1960-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE BOLIVAR S.A. E.S.P.,GAS,NORMAL
Unt0062,COSPIQUE 3,CSP3,8,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1967-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE BOLIVAR S.A. E.S.P.,GAS,NORMAL
Unt0063,COSPIQUE 4,CSP4,8,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1966-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE BOLIVAR S.A. E.S.P.,GAS,NORMAL
Unt0064,COSPIQUE 5,CSP5,11,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1965-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE BOLIVAR S.A. E.S.P.,GAS,NORMAL
Unt0065,LA UNION 4,LNN4,9,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1971-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0066,PALENQUE 4,PLQ4,14,0,NO,DESPACHADO CENTRALMENTE,TERMICA,7/20/1995 12:00:00 AM,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,GAS,NORMAL
Unt0067,PTAR 1,PTR1,1,0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2005-01-11 00:00:00,PRUEBAS,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,GAS,NORMAL
Unt0068,RIOMAR 1,RMAR,9,0,NO,DESPACHADO CENTRALMENTE,TERMICA,7/20/1995 12:00:00 AM,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0069,TIBU 1,TBU1,5,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1965-01-01 00:00:00,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,COMBUSTOLEO,NORMAL
Unt0070,TIBU 2,TBU2,5,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1965-01-01 00:00:00,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,COMBUSTOLEO,NORMAL
Unt0071,TIBU 3,TBU3,5,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1965-01-01 00:00:00,INACTIVO,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,COMBUSTOLEO,NORMAL
Unt0074,VALLE 1,VLL1,"39,5",0,NO,DESPACHADO CENTRALMENTE,TERMICA,1994-01-01 00:00:00,INACTIVO,CENTRAL HIDROELECTRICA DE BETANIA S.A. E.S.P.,ACPM,NORMAL
Unt0078,FLORES 2,TFL2,112,100025,NO,DESPACHADO CENTRALMENTE,TERMICA,1996-02-04 00:00:00,INACTIVO,TERMOFLORES S.A. E.S.P.,GAS,NORMAL
Unt0090,GUAJIRA 1,TGJ1,145,9997,NO,DESPACHADO CENTRALMENTE,TERMICA,1983-08-08 00:00:00,OPERACION,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,CARBON,NORMAL
Unt0091,GUAJIRA 2,TGJ2,145,9773,NO,DESPACHADO CENTRALMENTE,TERMICA,11/23/1987 12:00:00 AM,OPERACION,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,CARBON,NORMAL
Unt0129,PAIPA 1,PPA1,36,119554,NO,DESPACHADO CENTRALMENTE,TERMICA,1963-01-01 00:00:00,OPERACION,GESTION ENERGETICA S.A. E.S.P.,CARBON,NORMAL
Unt0130,PAIPA 2,PPA2,72,1118401,NO,DESPACHADO CENTRALMENTE,TERMICA,1975-01-01 00:00:00,OPERACION,GESTION ENERGETICA S.A. E.S.P.,CARBON,NORMAL
Unt0131,PAIPA 3,PPA3,70,1046425,NO,DESPACHADO CENTRALMENTE,TERMICA,1982-06-05 00:00:00,OPERACION,GESTION ENERGETICA S.A. E.S.P.,CARBON,NORMAL
Unt0132,PALENQUE 3,PLQ3,13,143162,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,GAS,NORMAL
Unt0144,PROELECTRICA 1,PRG1,45,82719,NO,DESPACHADO CENTRALMENTE,TERMICA,1993-01-07 00:00:00,OPERACION,PROELECTRICA S.A.S E.S.P.,GAS,NORMAL
Unt0145,PROELECTRICA 2,PRG2,45,80707,NO,DESPACHADO CENTRALMENTE,TERMICA,1993-01-07 00:00:00,OPERACION,PROELECTRICA S.A.S E.S.P.,GAS,NORMAL
Unt0177,TASAJERO 1,TSJ1,163,91268,NO,DESPACHADO CENTRALMENTE,TERMICA,2/20/1985 12:00:00 AM,OPERACION,TERMOTASAJERO S.A. E.S.P.,CARBON,NORMAL
Unt0192,ZIPAEMG 2,ZPA2,36,114401,NO,DESPACHADO CENTRALMENTE,TERMICA,1964-01-01 00:00:00,OPERACION,EMGESA S.A. E.S.P.,CARBON,NORMAL
Unt0193,ZIPAEMG 3,ZPA3,63,128203,NO,DESPACHADO CENTRALMENTE,TERMICA,1976-01-01 00:00:00,OPERACION,EMGESA S.A. E.S.P.,CARBON,NORMAL
Unt0194,ZIPAEMG 4,ZPA4,64,129999,NO,DESPACHADO CENTRALMENTE,TERMICA,1981-01-04 00:00:00,OPERACION,EMGESA S.A. E.S.P.,CARBON,NORMAL
Unt0195,ZIPAEMG 5,ZPA5,63,126678,NO,DESPACHADO CENTRALMENTE,TERMICA,12/14/1985 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,CARBON,NORMAL
Unt0293,TERMODORADA 1,TDR1,44,105559,NO,DESPACHADO CENTRALMENTE,TERMICA,1997-11-08 00:00:00,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,JET-A1,NORMAL
Unt0307,TERMOSIERRA 1,TSR2,150,99873,NO,DESPACHADO CENTRALMENTE,TERMICA,1/16/1998 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0308,TERMOSIERRA 2,TSR2,144,99243,NO,DESPACHADO CENTRALMENTE,TERMICA,3/28/1998 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0309,MERILECTRICA 1,MRL1,167,97655,NO,DESPACHADO CENTRALMENTE,TERMICA,1998-05-02 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,GAS,NORMAL
Unt0310,FLORES 3,TFL3,169,96022,NO,DESPACHADO CENTRALMENTE,TERMICA,4/28/1998 12:00:00 AM,INACTIVO,TERMOFLORES S.A. E.S.P.,GAS,NORMAL
Unt0324,PAIPA 4,PPA4,160,864851,NO,DESPACHADO CENTRALMENTE,TERMICA,1999-08-01 00:00:00,OPERACION,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,CARBON,NORMAL
Unt0379,TERMOPIEDRAS,TPD1,"3,75",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,12/30/1999 12:00:00 AM,OPERACION,TERMOPIEDRAS S.A. E.S.P.,GAS,NORMAL
Unt0380,TERMOCANDELARIA 1,TCD1,157,102219,NO,DESPACHADO CENTRALMENTE,TERMICA,5/18/2000 12:00:00 AM,OPERACION,TERMOCANDELARIA S.C.A. E.S.P.,GAS,NORMAL
Unt0381,TERMOCANDELARIA 2,TCD2,157,102165,NO,DESPACHADO CENTRALMENTE,TERMICA,7/13/2000 12:00:00 AM,OPERACION,TERMOCANDELARIA S.C.A. E.S.P.,GAS,NORMAL
Unt0413,TERMOSIERRA 3,TSR3,166,5978,NO,DESPACHADO CENTRALMENTE,TERMICA,1/27/2001 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0432,TERMOCENTRO 1,TRM2,97,0,NO,DESPACHADO CENTRALMENTE,TERMICA,2/22/1997 12:00:00 AM,INACTIVO,ISAGEN S.A. E.S.P.,GAS,NORMAL
Unt0433,TERMOCENTRO 2,TRM2,96,0,NO,DESPACHADO CENTRALMENTE,TERMICA,3/21/1997 12:00:00 AM,INACTIVO,ISAGEN S.A. E.S.P.,GAS,NORMAL
Unt0445,CIMARRON,CIMR,"19,9","13,5",SI,NO DESPACHADO CENTRALMENTE,TERMICA,8/18/2007 12:00:00 AM,INACTIVO,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0446,EL MORRO 2,CTM2,"19,9","13,84",SI,NO DESPACHADO CENTRALMENTE,TERMICA,2007-09-08 00:00:00,INACTIVO,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0447,EL MORRO 1,CTM1,"19,9","12,4",SI,NO DESPACHADO CENTRALMENTE,TERMICA,5/23/2007 12:00:00 AM,INACTIVO,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0448,TERMOCOA 1,TOCG,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2003-08-11 00:00:00,INACTIVO,ELECTRIFICADORA DEL META S.A. E.S.P.,GAS,NORMAL
Unt0449,GECELCA 3,GEC3,164,101434,NO,DESPACHADO CENTRALMENTE,TERMICA,9/17/2015 12:00:00 AM,OPERACION,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,CARBON,NORMAL
Unt0450,PURIFICACION,PRF1,8,11148,SI,NO DESPACHADO CENTRALMENTE,TERMICA,11/25/2014 12:00:00 AM,INACTIVO,SURENERGY S.A.S. E.S.P.,GAS,NORMAL
Unt0451,TASAJERO 2,TSJ2,170,97214,NO,DESPACHADO CENTRALMENTE,TERMICA,11/30/2015 12:00:00 AM,OPERACION,TERMOTASAJERO DOS S.A. E.S.P.,CARBON,NORMAL
Unt0452,TERMOBOLIVAR 1,TMB1,"9,7",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2016-04-03 00:00:00,OPERACION,GENERSA S.A.S. E.S.P..,GAS,NORMAL
Unt0453,AUTOG ARGOS CARTAGENA,ARG1,"9,9",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,3/15/2016 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0454,AUTOG ARGOS SOGAMOSO,2V25,5,0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,2018-02-10 00:00:00,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,CARBON,AUTOGENERADOR
Unt0455,AUTOG ARGOS TOLUVIEJO,2S8G,"3,7",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,2016-03-03 00:00:00,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,CARBON,AUTOGENERADOR
Unt0456,AUTOG ARGOS YUMBO,2S6S,"9,9",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,3/20/2016 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,CARBON,AUTOGENERADOR
Unt0457,AUTOG UNIBOL,UNIB,"1,1",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,3/20/2016 12:00:00 AM,OPERACION,DEPI ENERGY S.A.S. E.S.P.,GAS,AUTOGENERADOR
Unt0458,AUTOG YAGUARITO,2S6Q,"1,6",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,3/22/2016 12:00:00 AM,OPERACION,ELECTRIFICADORA DEL META S.A. E.S.P.,BIOGAS,AUTOGENERADOR
Unt0460,AUTOG ECOPETROL GRB,TMPS,15,0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,2100-06-04 00:00:00,INACTIVO,EMGESA S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0461,AUTOG REFICAR,2S8I,"9,9",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,4/26/2016 12:00:00 AM,OPERACION,PROELECTRICA S.A.S E.S.P.,GAS,AUTOGENERADOR
Unt0462,DOÑA JUANA,2S8S,"1,7",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,4/29/2016 12:00:00 AM,OPERACION,BIOGAS DOÑA JUANA S.A.S. E.S.P,BIOGAS,NORMAL
Unt0463,TEQUENDAMA BIOGAS,2S9Q,"2,25",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,6/25/2016 12:00:00 AM,OPERACION,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,BIOGAS,NORMAL
Unt0470,AUTOG CELSIA SOLAR YUMBO,2TYI,"9,8",1,NO,NO DESPACHADO CENTRALMENTE,SOLAR,2017-03-09 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,RAD SOLAR,AUTOGENERADOR
Unt0471,PROENCA II,2U5P,17,"0,1",SI,NO DESPACHADO CENTRALMENTE,TERMICA,2017-10-10 00:00:00,OPERACION,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,CARBON,NORMAL
Unt0472,GECELCA 32,GE32,273,8699,NO,DESPACHADO CENTRALMENTE,TERMICA,9/28/2018 12:00:00 AM,OPERACION,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,CARBON,NORMAL
Unt0474,TERMOMECHERO 4,2U93,"19,3",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2018-02-02 00:00:00,OPERACION,TERMO MECHERO MORRO S.A.S E.S.P,GAS,NORMAL
Unt0475,TERMOMECHERO 5,2U8Y,"19,3",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,12/16/2017 12:00:00 AM,OPERACION,TERMO MECHERO MORRO S.A.S E.S.P,GAS,NORMAL
Unt0476,TERMOMECHERO 6,2U91,"19,3",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2018-02-02 00:00:00,OPERACION,TERMO MECHERO MORRO S.A.S E.S.P,GAS,NORMAL
Unt0477,AUTOG COCA-COLA FEMSA,2V27,"2,44",1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,7/25/2018 12:00:00 AM,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,AUTOGENERADOR
Unt0479,CELSIA SOLAR BOLIVAR,2VJS,"8,06",1,SI,NO DESPACHADO CENTRALMENTE,SOLAR,2019-03-02 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,RAD SOLAR,NORMAL
Unt0490,AUTOG FAMILIA,2W4Y,1,1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,3/23/2019 12:00:00 AM,INACTIVO,AXIA ENERGIA S.A.S. E.S.P.,GAS,AUTOGENERADOR
Unt0491,TERMOCAPACHOS,2WFN,"9,9",0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,2019-04-08 00:00:00,OPERACION,GENERSA S.A.S. E.S.P..,GAS,NORMAL
Unt0494,TERMOYOPAL G3,TYP3,50,84932,NO,DESPACHADO CENTRALMENTE,TERMICA,8/31/2020 12:00:00 AM,OPERACION,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0495,TERMOYOPAL G4,TYP4,50,"8,1",NO,DESPACHADO CENTRALMENTE,TERMICA,8/31/2020 12:00:00 AM,OPERACION,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0496,TERMOYOPAL G5,TYP5,50,83937,NO,DESPACHADO CENTRALMENTE,TERMICA,2022-01-01 00:00:00,OPERACION,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0497,AUTOG TERMOSURIA,2XXX,"19,9",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,10/31/2019 12:00:00 AM,INACTIVO,ELECTRIFICADORA DEL META S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0498,AUTOG CDS TM2500,2Y2T,"19,9",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,10/31/2019 12:00:00 AM,OPERACION,ELECTRIFICADORA DEL META S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0499,AGPE - ECOPETROL LA HORMIGA,2XXR,1,1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,9/16/2019 12:00:00 AM,OPERACION,ENERCO S.A. E.S.P.,GAS,AUTOG PEQ. ESCALA
Unt0500,AUTOG ECOPETROL ORITO,2YB9,4,1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,10/30/2019 12:00:00 AM,PRUEBAS,ENERCO S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0505,AUTOG TURGAS,2YWY,"3,5",1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,2020-08-02 00:00:00,OPERACION,TERMOPIEDRAS S.A. E.S.P.,GAS,AUTOGENERADOR
Unt0506,AUTOG FERTICOL,2YQO,17,1,NO,NO DESPACHADO CENTRALMENTE,TERMICA,2/28/2020 12:00:00 AM,OPERACION,CEMEX ENERGY S.A.S E.S.P.,GAS,AUTOGENERADOR
Unt0514,AGPE ENTREPALMAS,3AL6,"0,5",0,NO,NO DESPACHADO CENTRALMENTE,TERMICA,12/31/2020 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,BIOGAS,AUTOG PEQ. ESCALA
