Recurso ID,nombre,submercado,capacidad_efectiva,factor_conversion,es_menor,tipo_despacho,tipo_generacion,inicio_operacion,estado,nombre_agente,combustible,clasificacion
Grp0124,COCONUCO,CCN1,"4,5",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,9/27/2000 12:00:00 AM,OPERACION,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,AGUA,NORMAL
Grp0125,PATICO - LA CABRERA,PTC1,"1,48",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,1930-01-01 00:00:00,OPERACION,CCG ENERGY S.A.S. E.S.P.,AGUA,NORMAL
Grp0126,GRANADA,GRN1,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,5/16/2007 12:00:00 AM,INACTIVO,EMGESA S.A. E.S.P.,AGUA,VACÍO
Grp0127,LA REBUSCA,2QRL,"0,7","1,09",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,7/24/2014 12:00:00 AM,OPERACION,HZ ENERGY S.A.S. E.S.P.,AGUA,NORMAL
Grp0129,RIO PIEDRAS (LA CEJA),PDS1,"0,3",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2000-01-01 00:00:00,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,VACÍO
Grp0130,PRADO IV,PRD4,5,"0,4904",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,1973-01-03 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,NORMAL
Grp0131,SAN ANTONIO,SAN1,"19,4","3,6",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,8/22/2003 12:00:00 AM,INACTIVO,EMGESA S.A. E.S.P.,AGUA,VACÍO
Grp0140,URRA,URA1,338,"0,4657",NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2/14/2000 12:00:00 AM,OPERACION,EMPRESA URRA S.A. E.S.P.,AGUA,NORMAL
Grp0173,MIEL I,HMLG,396,19224,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2002-01-12 00:00:00,OPERACION,ISAGEN S.A. E.S.P.,AGUA,NORMAL
Grp0182,PORCE II,PRC2,405,20588,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2001-08-04 00:00:00,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,NORMAL
Grp0214,INSULA,INS1,19,"0,85",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,7/20/1995 12:00:00 AM,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,NORMAL
Grp0217,AGUA FRESCA,AFR1,"7,29",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2008-10-04 00:00:00,OPERACION,ENERGIA DEL RIO PIEDRAS S.A. E.S.P.,AGUA,NORMAL
Grp0218,CARUQUIA,GCA1,"9,5","1,53",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,1/28/2010 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,NORMAL
Grp0219,PORCE III,PRC3,700,32159,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2011-09-02 00:00:00,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,NORMAL
Grp0220,GUANAQUITAS,GQA1,"9,5",14984,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,6/30/2010 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,NORMAL
Grp0221,CURRUCUCUES,CUR1,"1,25","0,52",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,8/18/2010 12:00:00 AM,OPERACION,ENERCO S.A. E.S.P.,AGUA,NORMAL
Grp0222,SANTA RITA,SRA1,"1,3","0,675",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,8/18/2010 12:00:00 AM,OPERACION,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,AGUA,NORMAL
Grp0223,AMAIME,AMA1,"19,17","1,55",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2011-06-01 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,NORMAL
Grp0224,SANTIAGO,STG1,"2,8","2,8",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2011-08-01 00:00:00,OPERACION,VATIA S.A. E.S.P.,AGUA,NORMAL
Grp0225,PORCE III PRUEBAS,PR3P,0,30742,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2011-01-06 00:00:00,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,VACÍO
Grp0226,AMOYA LA ESPERANZA,MOY1,80,47978,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,5/24/2013 12:00:00 AM,OPERACION,ISAGEN S.A. E.S.P.,AGUA,FILO DE AGUA
Grp0227,ALTO TULUA,ALTG,"19,9","2,23",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,5/28/2012 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,NORMAL
Grp0228,URRA P,URAP,85,0,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,3/13/2000 12:00:00 AM,INACTIVO,EMPRESA URRA S.A. E.S.P.,AGUA,VACÍO
Grp0229,CHIVOR P,CHVP,250,0,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2001-01-01 00:00:00,INACTIVO,AES CHIVOR & CIA. S.C.A. E.S.P.,AGUA,VACÍO
Grp0230,HIDROMONTAÑITAS,HMO1,"19,9","3,7",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,6/14/2012 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,FILO DE AGUA
Grp0231,CUCUANA,CUC1,58,59476,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,7/29/2015 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,FILO DE AGUA
Grp0233,ITUANGO,PES1,1200,0,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2021-01-01 00:00:00,PRUEBAS,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,NORMAL
Grp0235,EL QUIMBO,QUI1,400,10709,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,11/16/2015 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0236,SOGAMOSO_P,SOGP,546,13047,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,12/31/2014 12:00:00 AM,INACTIVO,ISAGEN S.A. E.S.P.,AGUA,NORMAL
Grp0238,BARROSO,BAR1,"19,9",32097,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,11/30/2012 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,NORMAL
Grp0239,SAN FRANCISCO (PUTUMAYO),SFC1,"0,468",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,12/15/2012 12:00:00 AM,OPERACION,GENERPUTUMAYO S.A.S. E.S.P.,AGUA,NORMAL
Grp0240,SUBA,SBA1,"2,6","0,944",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/15/2013 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0241,USAQUEN,USQ1,"1,8","0,941",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/15/2013 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0242,DARIO VALENCIA SAMPER,DVS1,150,80779,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,2013-10-11 00:00:00,OPERACION,EMGESA S.A. E.S.P.,AGUA,FILO DE AGUA
Grp0243,EL POPAL,2QBW,"19,9",1442,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,3/31/2014 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,FILO DE AGUA
Grp0244,SALTO II,2QEK,35,34155,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,6/25/2014 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,FILO DE AGUA
Grp0245,BAJO TULUA,2QV2,"19,9","1,65",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,1/30/2015 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,NORMAL
Grp0246,LAGUNETA,2R22,18,2509,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,12/17/2014 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0247,TUNJITA,TUJ1,"19,7",24655,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,6/30/2016 12:00:00 AM,OPERACION,AES CHIVOR & CIA. S.C.A. E.S.P.,AGUA,NORMAL
Grp0249,LA NAVETA,NAV1,"4,8","0,1529",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,11/27/2014 12:00:00 AM,OPERACION,IAC ENERGY S.A.S. E.S.P.,AGUA,NORMAL
Grp0250,SOGAMOSO,SOG1,819,13103,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,12/20/2014 12:00:00 AM,OPERACION,ISAGEN S.A. E.S.P.,AGUA,NORMAL
Grp0251,SAN MIGUEL,SMI1,52,14068,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,12/23/2015 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,FILO DE AGUA
Grp0252,CARLOS LLERAS,CLL1,78,11738,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,11/22/2015 12:00:00 AM,OPERACION,HIDROELECTRICA DEL ALTO PORCE S A S E S P,AGUA,FILO DE AGUA
Grp0254,PROVIDENCIA,PRV1,"4,9",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,9/30/2015 12:00:00 AM,OPERACION,HZ ENERGY S.A.S. E.S.P.,AGUA,NORMAL
Grp0255,LA FRISOLERA,2S78,"0,47","0,5625",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/29/2016 12:00:00 AM,OPERACION,GENERPUTUMAYO S.A.S. E.S.P.,AGUA,NORMAL
Grp0256,COELLO,COE1,"1,2","0,001",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2016-10-12 00:00:00,OPERACION,ENERGETICA S.A. E.S.P.,AGUA,NORMAL
Grp0257,MORRO AZUL,2SI1,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2016-10-09 00:00:00,OPERACION,RISARALDA ENERGIA S.A.S. E.S.P.,AGUA,NORMAL
Grp0258,AUTOG ARGOS EL CAIRO,2S6U,"6,5",0,NO,NO DESPACHADO CENTRALMENTE,HIDRAULICA,9/29/2017 12:00:00 AM,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,AUTOGENERADOR
Grp0259,GUAVIO MENOR,2S8N,"9,9",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/27/2016 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0260,PORCE III MENOR,2S8U,"1,8","0,0001",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/25/2016 12:00:00 AM,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,AGUA,NORMAL
Grp0261,EL COCUYO,2S9L,"0,7",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,5/20/2016 12:00:00 AM,OPERACION,P.CH EL COCUYO SAS ESP,AGUA,NORMAL
Grp0262,ALEJANDRÍA,2SDR,15,0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2017-02-03 00:00:00,OPERACION,GENERADORA ALEJANDRIA S.A.S. E.S.P.,AGUA,NORMAL
Grp0263,MAGALLO,2SS2,"5,7",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,12/22/2016 12:00:00 AM,OPERACION,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P,AGUA,NORMAL
Grp0264,EL EDÉN,2SW1,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2017-02-03 00:00:00,OPERACION,CENTRAL HIDROELÉCTRICA EL EDÉN S.A.S. E.S.P.,AGUA,NORMAL
Grp0265,EL MOLINO,2T1L,"19,9",10236,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/19/2017 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,NORMAL
Grp0266,SAN MATIAS,2T4P,"19,9",10237,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,4/25/2017 12:00:00 AM,OPERACION,LA CASCADA S.A.S. E.S.P.,AGUA,NORMAL
Grp0267,CANTAYUS,2T7D,"4,32",1433,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,5/20/2017 12:00:00 AM,OPERACION,GENERADORA CANTAYÚS S.A.S E.S.P,AGUA,NORMAL
Grp0268,LUZMA I,2TUT,"19,6",36594,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2017-07-10 00:00:00,OPERACION,GENERADORA LUZMA S.A. E.S.P.,AGUA,NORMAL
Grp0269,LUZMA II,2TUV,"19,6",36351,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2017-07-10 00:00:00,OPERACION,GENERADORA LUZMA S.A. E.S.P.,AGUA,NORMAL
Grp0270,LAS PALMAS,2U1G,"2,8","0,15",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,8/30/2017 12:00:00 AM,OPERACION,VATIA S.A. E.S.P.,AGUA,NORMAL
Grp0271,TEQUENDAMA 1,2UPJ,"14,2",1,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2/28/2018 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0272,TEQUENDAMA 2,2UPD,"14,2",1,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2/28/2018 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0273,TEQUENDAMA 3,2UPF,"14,2",1,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2/28/2018 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0274,TEQUENDAMA 4,2UPH,"14,2",1,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2/28/2018 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,AGUA,NORMAL
Grp0275,SAN JOSE DE LA MONTAÑA II,2UR5,"1,1","0,301",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2018-06-10 00:00:00,OPERACION,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,AGUA,NORMAL
Grp0276,AURES BAJO,2UX3,"19,4","0,98",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2018-12-12 00:00:00,OPERACION,AURES BAJO S.A.S. E.S.P.,AGUA,NORMAL
Grp0277,JUAN GARCIA,2V5G,"4,52",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2018-12-09 00:00:00,OPERACION,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,AGUA,NORMAL
Grp0278,EL PASO,EPFV,67,0,NO,DESPACHADO CENTRALMENTE,SOLAR,2018-02-12 00:00:00,PRUEBAS,EMGESA S.A. E.S.P.,RAD SOLAR,NORMAL
Grp0279,MULATOS II,2WC5,"7,34",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2019-05-03 00:00:00,OPERACIÓN,ENERGIA DEL SUROESTE S.A. E.S.P.,AGUA,NORMAL
Grp0280,HIDROBARRANCAS,2YNA,"4,7",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,11/26/2020 12:00:00 AM,OPERACION,HIDROELECTRICA BARRANCAS SAS ESP,AGUA,NORMAL
Grp0281,ESCUELA DE MINAS,HMIN,55,1603,NO,DESPACHADO CENTRALMENTE,HIDRAULICA,9/30/2019 12:00:00 AM,OPERACION,HIDROELECTRICA DEL ALTO PORCE S A S E S P,AGUA,FILO DE AGUA
Grp0291,PCH LA LIBERTAD,2YIR,"1,2",0,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,3/14/2020 12:00:00 AM,OPERACION,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P. - GENERADOR,AGUA,NORMAL
Grp0292,AGPE NAFERTEX,2YMA,"0,0198",0,NO,NO DESPACHADO CENTRALMENTE,SOLAR,11/27/2019 12:00:00 AM,OPERACION,ENERTOTAL S.A. E.S.P.,RAD SOLAR,AUTOG PEQ. ESCALA
Grp0293,AGPE TECNOEMPAQUES DE OCCIDENTE,2YQM,"0,096",0,NO,NO DESPACHADO CENTRALMENTE,SOLAR,12/19/2019 12:00:00 AM,OPERACION,ENERCO S.A. E.S.P.,RAD SOLAR,AUTOG PEQ. ESCALA
Grp0294,AGPE SFV MCDONALDS SOLEDAD,2Z66,"0,089",1,NO,NO DESPACHADO CENTRALMENTE,SOLAR,2/27/2020 12:00:00 AM,OPERACION,VATIA S.A. E.S.P.,RAD SOLAR,AUTOG PEQ. ESCALA
Grp0295,SAN ANDRES DE CUERQUIA,2ZCF,"19,9","4,58",SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2020-11-06 00:00:00,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,AGUA,NORMAL
Grp0296,CELSIA SOLAR ESPINAL,2ZHY,"9,9",0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,5/31/2020 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,RAD SOLAR,NORMAL
Grp0301,AGPE HOTEL HACIENDA CASONA DEL SALITRE,2ZJT,"0,0145",0,NO,NO DESPACHADO CENTRALMENTE,SOLAR,5/21/2020 12:00:00 AM,OPERACION,VATIA S.A. E.S.P.,RAD SOLAR,AUTOG PEQ. ESCALA
Grp0302,TRINA-VATIA BSLII,TR2G,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,1/22/2021 12:00:00 AM,OPERACION,VATIA S.A. E.S.P.,RAD SOLAR,NORMAL
Grp0303,TRINA-VATIA BSLI,2ZP9,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,2020-10-09 00:00:00,OPERACION,VATIA S.A. E.S.P.,RAD SOLAR,NORMAL
Grp0304,TRINA-VATIA BSLIII,TR3G,"19,9",0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,2020-03-08 00:00:00,PRUEBAS,VATIA S.A. E.S.P.,RAD SOLAR,NORMAL
Grp0305,FUTURA - PARQUE BETA,BETA,280,0,NO,DESPACHADO CENTRALMENTE,EOLICA,2022-01-12 00:00:00,PRUEBAS,EOLOS ENERGÍA S.A.S. E.S.P.,VIENTO,NORMAL
Grp0306,FUTURA - PARQUE ALPHA,APHA,212,0,NO,DESPACHADO CENTRALMENTE,EOLICA,2022-01-12 00:00:00,PRUEBAS,"VIENTOS DEL NORTE S.A.S. E.S.P.,",VIENTO,NORMAL
Grp0310,PLANTA SOLAR BAYUNCA I,3A44,3,0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,9/30/2020 12:00:00 AM,OPERACION,ESPACIO PRODUCTIVO S.A.S. E.S.P.,RAD SOLAR,NORMAL
Grp0316,POCUNE,3AFQ,1,1018,SI,NO DESPACHADO CENTRALMENTE,HIDRAULICA,2020-01-12 00:00:00,OPERACION,RENOVATIO TRADING AMERICAS S.A.S. E.S.P,AGUA,NORMAL
Grp0317,TEBSAB CC,TBST,791,72131,NO,DESPACHADO CENTRALMENTE,TERMICA,10/21/1989 12:00:00 AM,OPERACION,TERMOBARRANQUILLA S.A. E.S.P.,GAS,CICLO COMBINADO
Grp0318,TERMOEMCALI CC,TEC1,213,74639,NO,DESPACHADO CENTRALMENTE,TERMICA,7/16/1999 12:00:00 AM,OPERACION,TERMOEMCALI I S.A. E.S.P.,ACPM,CICLO COMBINADO
Grp0319,TERMOVALLE CC,TVL1,241,65572,NO,DESPACHADO CENTRALMENTE,TERMICA,12/17/2011 12:00:00 AM,OPERACION,TERMOVALLE S.A.S. E.S.P.,ACPM,CICLO COMBINADO
Grp0320,TERMOSIERRA CC,TSR1,353,71417,NO,DESPACHADO CENTRALMENTE,TERMICA,1998-07-02 00:00:00,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,ACPM,CICLO COMBINADO
Grp0321,FLORES I CC,TFL1,160,73505,NO,DESPACHADO CENTRALMENTE,TERMICA,1993-01-11 00:00:00,OPERACION,PRIME TERMOFLORES S.A.S. E.S.P.,GAS,CICLO COMBINADO
Grp0322,TERMOCENTRO CC,TRM1,134,76331,NO,DESPACHADO CENTRALMENTE,TERMICA,11/30/2000 12:00:00 AM,OPERACION,ISAGEN S.A. E.S.P.,GAS,CICLO COMBINADO
Grp0323,TERMONORTE,TRN1,88,"8,01",NO,DESPACHADO CENTRALMENTE,TERMICA,2018-01-12 00:00:00,OPERACION,TERMONORTE S.A.S. E.S.P,COMBUSTOLEO,NORMAL
Grp0324,FLORES 4 CC,TFL4,450,69107,NO,DESPACHADO CENTRALMENTE,TERMICA,2010-01-12 00:00:00,OPERACION,PRIME TERMOFLORES S.A.S. E.S.P.,GAS,CICLO COMBINADO
Grp0334,CELSIA SOLAR CARMELO,3ACC,"9,9",0,SI,NO DESPACHADO CENTRALMENTE,SOLAR,12/27/2020 12:00:00 AM,OPERACION,CELSIA COLOMBIA S.A. E.S.P.,RAD SOLAR,AUTOGENERADOR
Grp0335,AUTOG PTAR BELLO,3ADA,5,0,SI,NO DESPACHADO CENTRALMENTE,TERMICA,11/30/2020 12:00:00 AM,OPERACION,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,BIOGAS,AUTOGENERADOR
Unt0003,BALLENA 1,BLL1,13,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1983-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0004,BALLENA 2,BLL2,13,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1983-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0005,EL RIO 1,ERO1,"1,8",0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0006,EL RIO 2,ERO2,4,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0007,EL RIO 3,ERO3,"4,5",0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0008,EL RIO 4,ERO4,"4,5",0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0009,EL RIO 5,ERO5,4,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0010,EL RIO 6,ERO6,10,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1972-01-01 00:00:00,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,GAS,NORMAL
Unt0011,BARRANCA 1,BRN1,12,"13,26",SI,DESPACHADO CENTRALMENTE,TERMICA,3/20/2016 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0012,BARRANCA 2,BRN2,12,0,SI,DESPACHADO CENTRALMENTE,TERMICA,2016-01-02 00:00:00,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0013,BARRANCA 3,BRN3,24,0,NO,DESPACHADO CENTRALMENTE,TERMICA,3/20/2016 12:00:00 AM,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,GAS,NORMAL
Unt0014,BARRANCA 4,BRN4,30,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1983-10-06 00:00:00,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,GAS,NORMAL
Unt0015,BARRANCA 5,BRN5,19,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1993-10-07 00:00:00,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,GAS,NORMAL
Unt0016,TERMOYOPAL 2,TYP2,28,120234,NO,DESPACHADO CENTRALMENTE,TERMICA,7/29/2004 12:00:00 AM,OPERACION,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0017,TERMOYOPAL 1,TYP1,8,135515,NO,DESPACHADO CENTRALMENTE,TERMICA,2005-11-03 00:00:00,OPERACION,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,GAS,NORMAL
Unt0018,BARRANQUILLA 3,TBQ3,60,104846,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,OPERACION,TERMOBARRANQUILLA S.A. E.S.P.,GAS,NORMAL
Unt0019,BARRANQUILLA 4,TBQ4,60,118308,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,OPERACION,TERMOBARRANQUILLA S.A. E.S.P.,GAS,NORMAL
Unt0020,BARRANQUILLA 1,TBQ1,54,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,INACTIVO,TERMOBARRANQUILLA S.A. E.S.P.,GAS,NORMAL
Unt0021,BARRANQUILLA 2,TBQ2,55,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1980-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0028,CHINU 4,CHN4,13,0,NO,DESPACHADO CENTRALMENTE,TERMICA,8/25/1982 12:00:00 AM,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0029,CHINU 5,CHN5,29,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1982-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0030,CHINU 6,CHN6,30,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1982-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0031,CHINU 7,CHN7,30,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1982-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0032,CHINU 8,CHN8,30,0,NO,DESPACHADO CENTRALMENTE,TERMICA,1982-01-01 00:00:00,INACTIVO,CORPORACION ELECTRICA DE LA COSTA ATLANTICA S.A. E.S.P.,GAS,NORMAL
Unt0033,CARTAGENA 1,CTG1,52,13665,NO,DESPACHADO CENTRALMENTE,TERMICA,7/20/1995 12:00:00 AM,OPERACION,EMGESA S.A. E.S.P.,COMBUSTOLEO,NORMAL
